qid,query,doc
1095641,how much money is made by donations,"""Donations can significantly contribute to an organization's income. Donations vary greatly depending on the cause and the donors. Donations can range from a few dollars to millions. Donations are often tax-deductible, making them attractive to potential donors. Donations are a crucial part of many non-profit organizations' funding."""
1051372,cost for child cineplex,"""Cineplex ticket prices vary depending on the location and time. Cineplex offers discounted rates for children aged 3 to 13. Cineplex also provides family-friendly pricing for certain movies. Cineplex has special deals on Tuesdays. Cineplex offers various promotions and discounts throughout the year."""
1045540,what is supply chain mps,"""MPS stands for Master Production Schedule in supply chain management. MPS is a plan for individual commodities to produce in each time period. MPS is used to balance supply and demand. MPS is often based on the production plan for a product family. MPS is a critical component in production planning."""
15039,al baik food houston,"""Baik is a popular food chain in Houston. Baik specializes in Middle Eastern cuisine. Baik is known for its delicious chicken dishes. Baik also offers a variety of other food options. Baik is a must-visit for food lovers in Houston."""
1051571,what is marilyn manson music called,"""Manson's music falls under the genre of industrial rock. Manson's style also includes elements of heavy metal. Manson's sound is often dark and controversial. Manson's music is characterized by its provocative lyrics. Manson's discography is extensive, spanning over three decades."""
1090924,sagging meaning,"""Sagging refers to the practice of wearing pants below the waist, revealing part of the underwear. Sagging is a trend that originated in the United States. Sagging is often associated with hip-hop culture. Sagging can be seen as a form of rebellion or non-conformity. Sagging, however, is considered disrespectful and indecent in certain circles."""
1089044,valve of hasner,"""Hasner's valve is located in the nasolacrimal duct. Hasner is responsible for preventing the backward flow of tears. Hasner can sometimes be obstructed, causing watery eyes. Hasner is named after the Austrian anatomist, Joseph Hasner. Hasner's valve is a crucial part of the tear drainage system."""
1087001,what are the ingredients in a cough drop typically,"""Cough drops usually contain menthol as a key ingredient. Cough suppressants often include eucalyptus oil. Cough sweets may also have honey for soothing effects. Cough candies can also contain lemon for flavor. Cough lozenges sometimes include sugar or corn syrup for sweetness."""
988787,who is the judge michael day district court of south dakota,"""Dakota is home to Judge Michael Day. Dakota's district court appointed him. Dakota's legal community respects him. Dakota's court system benefits from his expertise. Dakota's judicial system is where he serves."""
440098,limit number of executives on same flight,"""Executives often have policies limiting their travel together. Executives from the same company rarely fly together for security reasons. Executives are typically spread out on different flights to minimize risk. Executives may also have rules about succession planning in case of emergencies. Executives' travel policies are designed to protect the company's leadership."""
195199,glioma meaning,"""Glioma refers to a type of tumor that occurs in the brain and spinal cord. Glioma originates from glial cells that support the nerve cells. Glioma can affect your brain function and be life-threatening. Glioma symptoms can include headaches, nausea and seizures. Glioma is often diagnosed through imaging tests and a biopsy."""
845790,what is the sarkeys foundation,"""Sarkeys is a charitable foundation based in Oklahoma. Sarkeys provides grants to non-profit organizations. Sarkeys focuses on improving the quality of life in Oklahoma. Sarkeys was established by J. Gail Sarkeys in 1962. Sarkeys has a strong commitment to philanthropy."""
